Code,Name,LHD/RHD,Brand,Year,Photo,Release
,Honda Civic Type R (FK8) Championship White,LHD,Honda,January2018,Credit: Marvin Sabangan /Nurnberg Spielzeugmesse Limited to 100 pcs,
,Honda Civic Type R (FK8) Championship White,RHD,Honda,November2018,Indonesia Diecast Expo Limited to 15 pcs,
19OEM04,Honda Civic Type R - Team Liquid,LHD,Honda,2019,OEM,
MGT00001,Honda Civic Type R (FK8) Championship White,LHD/RHD,Honda,2018,,
MGT00002,Honda Civic Type R (FK8) Aegean Blue Metallic,LHD/RHD,Honda,2018,,
MGT00003,"LB★WORKS Nissan GT-R (R35) Matte Grey Type 1, Rear Wing ver 1",LHD/RHD,LB Works,2018,,
MGT00004,"LB★WORKS Nissan GT-R (R35) Light Blue Type 1, Rear Wing ver 2",LHD/RHD,LB Works,2018,,
MGT00005,"LB★WORKS Nissan GT-R (R35) Black w/ Copper Wheel Type 1, Rear Wing ver 1+2",LHD/RHD,LB Works,2020,,
MGT00006,"LB★WORKS Nissan GT-R (R35) Zero Fighter Special Type 1, Rear Wing ver 2",RHD,LB Works,2018,Hong Kong Exclusive,
MGT00007,"LB★WORKS Nissan GT-R (R35) Zero Fighter Special Type 1, Rear Wing ver 1",RHD,LB Works,2018,Hong Kong Exclusive,
MGT00008,Honda Civic Type R (FK8) Phoenix Yellow,LHD,Honda,2019,Mijo / USA Exclusive,
MGT00009,"LB★WORKS Nissan GT-R (R35) Matte White Type 1, Rear Wing Ver 1",LHD/RHD,LB Works,2019,,
MGT00010,Honda Civic Type R (FK8) Championship White Modulo Edition,LHD/RHD,Honda,2019,,
MGT00011,Honda Civic Type R (FK8) Crystal Black Modulo Edition,RHD,Honda,2019,Malaysia Exclusive,
MGT00012,Honda Civic Type R (FK8) Rallye Red,LHD/RHD,Honda,2019,,
MGT00013,McLaren Senna Victory Grey,LHD/RHD,McLaren,2018,,
MGT00014,Toyota Supra (JZA80) Super White,LHD/RHD,Toyota,2019,,
MGT00015,Honda Civic Type R (FK8) Crystal Black,LHD/RHD,Honda,2019,,
MGT00016,Honda NSX GT3 #84 2017 Macau GP Honda Racing,LHD,Honda,2019,Hong Kong Exclusive,
MGT00017,Honda Civic Type R (FK8) Aegean Blue Modulo Edition,LHD/RHD,Honda,2019,,
MGT00018,McLaren Senna Mira Orange,LHD/RHD,McLaren,2019,,
MGT00019,McLaren Senna White,RHD,McLaren,2019,Hong Kong Exclusive / Hong Kong ToySoul Show,
MGT00020,McLaren Senna Onyx Black,LHD/RHD,McLaren,2019,,
MGT00021,Honda  Civic Type R (FK8) Rallye Red Modulo Edition,RHD,Honda,2019,Indonesia Exclusive /Chase,
MGT00022,Honda Civic Type R (FK8) ADAC TCR Germany Safety Car,LHD,Honda,2019,Indonesia Exclusive /Chase,
MGT00023,"Honda Civic Type R (FK8) ""Customer Racing Study""",LHD,Honda,2019,,
MGT00024,"Honda Civic Type R (FK8) ""Time Attack 2018""",LHD,Honda,2019,,
MGT00025,Honda NSX GT3 Presentation,LHD,Honda,2019,,
MGT00026,Acura NSX GT3 Los Angeles Auto Show 2017,LHD,Honda,2019,,
MGT00027,NSX GT3 2019 MINI GT Gift Car,LHD,Honda,2019,2019 Gift Car /Blister Package1200pcs,
MGT00028,Honda Civic Type R (FK8) Slate Grey w/ TE37 Wheel,LHD,Honda,2019,Taiwan Exclusvie,
MGT00029,"LB★WORKS Nissan GT-R (R35) AEON Type 1, Rear Wing ver 1",RHD,LB Works,2019,Hong Kong Exclusive,
MGT00030,"LB★WORKS Nissan GT-R (R35) Satin Gold Type 1, Rear Wing ver 2",LHD,LB Works,2019,Mijo / USA Exclusive,
MGT00031,"LB★WORKS Nissan GT-R (R35) Matte Black Type 1, Rear Wing ver 1",LHD,LB Works,2019,Mijo / USA Exclusive,
MGT00032,"LB★WORKS Nissan GT-R (R35) Magic Bronze Type 1, Rear Wing ver 2",RHD,LB Works,2019,Hong Kong Exclusive,
MGT00033,"LB★WORKS Nissan GT-R (R35) Magic Bronze Type 1, Rear Wing ver 1",RHD,LB Works,2019,Hong Kong Exclusive,
MGT00034,"LB★WORKS Nissan GT-R (R35) Candy Blue Type 1, Rear Wing ver 1",LHD,LB Works,2019,Mijo / USA Exclusive,
MGT00035,"LB★WORKS Nissan GT-R (R35) Magic Grey Type 1, Rear Wing ver 2",LHD,LB Works,2019,China Exclusive,
MGT00036,Honda NSX GT3 Tokyo Auto Salon 2018,LHD,Honda,2019,Japan Exclusive,
MGT00037,Honda Civic Type R (FK8) ArtCar Manga - 2018 Paris Autoshow,LHD,Honda,2019,,
MGT00038,Pagani Huayra Roadster Blue Francia,LHD/RHD,Pagani,2019,,
MGT00039,"LB★WORKS Nissan GT-R (R35) Magic Purple Type 1, Rear Wing ver 2",RHD,LB Works,2019,Japan Exclusive,
MGT00040,"LB★WORKS Nissan GT-R (R35) Satin Gold w/ Carbon Type 1, Rear Wing ver 2",RHD,LB Works,2019,Japan Exclusive / 2019 Shizuoka Hobby Show,
MGT00041,BMW M3 (E30) Alpine White,LHD/RHD,BMW,2019,,
MGT00042,,,,,File:MGT00042.jpg,
MGT00043,BMW M3 Henna Red,LHD/RHD,BMW,2020,,
MGT00044,,,,,File:MGT00044.jpg,
MGT00045,Toyota Supra (JZA80) Black,LHD/RHD,Toyota,2020,,
MGT00046,Toyota Supra (JZA80) Renaissance Red,LHD/RHD,Toyota,2019,,
MGT00047,Acura NSX GT3 NY Autoshow 2016,LHD,Acura,2019,Mijo / USA Exclusive,
MGT00048,Acura NSX GT3 Gulf Racing,LHD,Acura,2019,Mijo / USA Exclusive,
MGT00049,"LB★WORKS Nissan GT-R (R35) Satin Silver Type 1, Rear Wing Version 2",LHD/RHD,LB Works,2019,,
MGT00050,Pagani Huayra Roadster Rosso Monza,LHD/RHD,Pagani,2019,,
MGT00051,Honda NSX GT3 #30 2018 24 Hours of Spa,LHD,Honda,2019,,
MGT00052,"Acura NSX GT3 #86 ""Uncle Sam"" 2017 IMSA Watkins Glen",LHD,Acura,2019,,
MGT00053,Pagani Huayra Roadster White w/ Carbon Red Stripe,RHD,Pagani,2019,Hong Kong Exclusive,
MGT00054,"LB★WORKS Nissan GT-R (R35) ""WearItPink"" Breast Cancer Awareness Type 1, Rear Wing ver 1",RHD,LB Works,2019,Malaysia Exclusive,
MGT00055,BMW M3 (E30) #6 Watson's Team Schnitzer 1991 Guia Race of Macau / Winner,LHD,BMW,2019,Hong Kong Exclusive,
MGT00056,BMW M3 (E30) #42 1991 Deutsche Tourenwagen Meisterschaft,LHD,BMW,2019,Hong Kong Exclusive,
MGT00057,LB★WORKS Lamborghini Aventador Light Blue,LHD/RHD,Lamborghini,2020,,
MGT00058,LB★WORKS Lamborghini Aventador Black,LHD/RHD,LB Works,2019,Cancelledby MINI GT after products shipped worldwide.,
MGT00059,Honda Civic Type R (FK8) 2018 Indonesia Motor Show,RHD,Honda,2019,Indonesia Exclusive  /Chase,
MGT00063,Porsche 991 Turbo GT2RS Weissach Package GT Silver Metallic,LHD/RHD,Porsche,2019,,
MGT00064,"LB★WORKS Nissan GT-R (R35) White Type 1 , Rear Wing ver 1+2",LHD/RHD,LB Works,2019,,
MGT00065,Honda Civic Type R (FK8) Championship white w/ Carbon Kit & TE37 Wheel,LHD/RHD,Honda,2019,,
MGT00066,"LB★WORKS Nissan GT-R (R35) Cosmics Malaysia Type 1, Rear Wing ver 1+2",RHD,LB Works,2019,Malaysia Exclusive,
MGT00067,"LB★WORKS Nissan GT-R (R35) Light Green Type 1, Rear Wing ver 1",LHD,LB Works,2019,Phillipines Exclusive,
MGT00068,"LB★WORKS Nissan GT-R (R35) White Type 2, Rear Wing ver 3",LHD/RHD,LB Works,2020,,
MGT00069,"LB★WORKS Nissan GT-R (R35) Metallic Brown Type 2, Rear Wing ver 3",RHD,LB Works,2019,Indonesia Exclusive / Indonesia IDE 2019,
MGT00070,"LB★WORKS Nissan GT-R (R35) Gudang Garam Intersport Type 2, Rear Wing ver 3",RHD,LB Works,2020,Indonesia Exclusive,
MGT00071,"LB★WORKS Nissan GT-R (R35) White w/ Red Wheels Type 1, Rear Wing ver 1+2",RHD,LB Works,2018,"Toys""R""Us Japan Exclusive/Website Unlisted",
MGT00072,"Acura NSX GT3 #93 ""Statue of Liberty"" 2017 IMSA Watkins Glen",LHD,Acura,2019,,
MGT00073,LB★WORKS Nissan GT-R (R35) Magic Purple w/ Carbon Fiber,RHD,LB Works,2018,"Toys""R""Us Japan Exclusive/Website Unlisted",
MGT00074,"LB★WORKS Nissan GT-R (R35) ADVAN Type 2, Rear Wing ver 3",RHD,LB Works,2019,"Toys""R""Us Japan Exclusive",
MGT00075,"LB★WORKS Nissan GT-R (R35) Black / LB Work Livery 2.0 Type 1, Rear Wing ver 1",RHD,LB Works,2019,LB Works Exclusive,
MGT00076,"LB★WORKS Nissan GT-R (R35) Pink Pig Type 2, Rear Wing ver 3",LHD/RHD,LB Works,2019,,
MGT00077,"LB★WORKS Nissan GT-R (R35) Candy Red Type 1, Rear Wing ver 1+2",LHD/RHD,LB Works,2020,,
MGT00078,Pagani Huayra Roadster Arancio Saint Tropez,LHD/RHD,Pagani,2019,,
MGT00081,McLaren Senna Orange / White,LHD/RHD,McLaren,2019,,
MGT00082,"LB★WORKS Nissan GT-R (R35) Candy Red w/ Carbon Fiber Type 1, Rear Wing ver 1+2",RHD,LB Works,N/A,"Toys""R""Us Japan Exclusive/Website Unlisted",
MGT00083,,,,,,
MGT00084,LB★WORKS Nissan GT-R Black Chrome,LHD,LB Works,N/A,Website Unlisted/ NFS,
MGT00085,"LB★WORKS Nissan GT-R (R35) Magic Pearl Type 1, Rear Wing ver 1",LHD,LB Works,2020,Taiwan Exclusive,
MGT00086,Porsche 911 GT2 RS Weissach Package White,LHD/RHD,Porsche,2020,,
MGT00087,Nissan GT-R (R32) Black w/ BBS LM Wheel,RHD,Nissan,2020,,
MGT00088,Bentley Continental GT Passion Pink,LHD,Bentley,2020,2020 Gift Car,
MGT00089,BMW M3 (E30) #1 Macau Guia Race 1992 Winner,LHD,BMW,2020,Hong Kong Exclusive,
MGT00090,EVA RT Test Type-01 X Works GT-R #33 - Super GT Series 2019,LHD,Nissan,2020,MINI GT x POP Race /Website Unlisted,
MGT00091,Eva RT Test Type-01 X Works GT-R #33 Test Car SUPER GT GT300 2019,LHD,Nissan,2020,MINI GT x POP Race,
MGT00092,Pandem Nissan GT-R (R35) Lava Red GT Wing,LHD/RHD,Pandem,2019,,
MGT00093,Pandem Nissan GT-R (R35) Velocity Blue Duck Tail,LHD/RHD,Pandem,2019,,
MGT00094,Bentley Continental GT 2018 Sequin Blue,LHD/RHD,Bentley,2020,,
MGT00095,Honda Civic Type R (FK8) Blitz Type R White,RHD,Honda,2020,,
MGT00096,Pandem Nissan GT-R (R35) Metallic Blue GT Wing,RHD,Pandem,2020,Japan Exclusive,
MGT00097,Honda Civic Type R (FK8) HKS Black,RHD,Honda,2020,,
MGT00098,Pandem Nissan GT-R (R35) GT Wing ROCAF Malataw Fighter,LHD,Pandem,2020,Taiwan Exclusive,
MGT00099,Pandem Nissan GT-R (R35) Duck Tail ROCAF Malataw Fighter,LHD,Pandem,2020,Taiwan Exclusive,
MGT00100,,,,,File:MGT00100.jpg,
MGT00101,Honda Civic Type R HKS 2018 Time Attack,LHD,Honda,2020,,
MGT00102,Nissan GT-R R32 Gr. A #87 HKS 1992 Group A.,RHD,Nissan,2020,,
MGT00103,Nissan Skyline GT-R (R32) Gr. A #87 HKS 1993 Japan Touringcar Championship,RHD,Nissan,2020,,
MGT00104,Nissan Skyline GT-R (R32) Gr. A #12 Calsonic 1993 Japan Touringcar Championship,RHD,Nissan,2020,,
MGT00105,Nissan Skyline GT-R (R32) Gr. A #55 Kyoseki 1993 Japan Touringcar Championship,RHD,Nissan,2020,,
MGT00106,Nissan GT-R R32 Nismo S-Tune White,RHD,Nissan,2020,,
MGT00107,Nissan GT-R R32 Nismo S-Tune Silver,RHD,Nissan,2020,,
MGT00108,Land Rover Defender 110 1989 Camel Trophy Winner,RHD,Land Rover,2020,,
MGT00109,Land Rover Defender 110 Light Blue w/ Surfboard,LHD/RHD,Land Rover,2020,,
MGT00110,Land Rover Defender 110 Red Bull LUKA,LHD,Land Rover,2020,,
MGT00111,Mercedes-Benz Actros w/ Car Carrier Trailer,LHD/RHD,Mercedes-Benz,2020,,
MGT00112,Mercedes-Benz Actros With 40 Ft Container,LHD/RHD,Mercedes-Benz,2020,,
MGT00113,Lamborghini Urus - Giallo Auge,LHD/RHD,Lamborghini,2020,,
MGT00114,Lamborghini Huracán EVO Arancio Borealis,LHD/RHD,Lamborghini,2020,,
MGT00115,Lamborghini Huracán EVO - Rosso Mars,LHD/RHD,Lamborghini,2020,,
MGT00116,Bentley Continental GT Orange Flame,LHD/RHD,Bentley,2020,,
MGT00117,Bentley Continental GT - Ice,RHD,Bentley,2020,OEM/Bentley Shop Exclusives/Website Unlisted,
MGT00118,,,,,File:MGT00118.jpg,
MGT00119,BMW M3 AC Schnitzer S3 Sport Black,LHD/RHD,BMW,2021,,
MGT00120,BMW M3 (E30) ALPINA B6 3.5S Alpina Blue,LHD/RHD,BMW,2021,,
MGT00121,BMW M4 (F82) Sakhir Orange,LHD/RHD,BMW,2020,,
MGT00122,BMW M4 (F82) Yas Marina Blue Metallic,LHD/RHD,BMW,2020,,
MGT00123,Pandem Nissan GT-R Passion Pink GT Wing,LHD,Pandem,2020,,
MGT00124,Pandem Nissan GT-R (R35) Metallic Yellow w/ Carbon Duck Tail,LHD/RHD,Pandem,2020,,
MGT00125,Pandem Nissan GT-R (R35) Cosmopolitan Yellow GT Wing,LHD/RHD,Pandem,2020,,
MGT00126,LB★WORKS Lamborghini Huracán GT White,LHD/RHD,LB Works,2020,,
MGT00127,McLaren Senna Purple/Yellow,LHD/RHD,McLaren,2020,,
MGT00128,EVA RT Production Model-02 X Works GT-R,LHD,Nissan,2020,MINI GT x POP Race,
MGT00129,LB★WORKS Lamborghini Huracán GT Rosso Mars,LHD/RHD,LB Works,2020,,
MGT00130,LB★WORKS Lamborghini Huracán GT - Giallo Auge,LHD,LB Works,2020,Mijo / USA Exclusive,
MGT00131,Mercedes-Benz Actros w/ 40 Ft Container Black,LHD,Mercedes-Benz,2020,Mijo / USA Exclusive,
MGT00132,"LB★WORKS Nissan GT-R (R35) #46 Infinite Motorsport Type 1, Rear Wing ver 1",LHD,LB Works,2020,Mijo / USA Exclusive,
MGT00133,"LB★WORKS Nissan GT-R (R35) Martini Racing Type 1, Rear Wing ver 1",LHD/RHD,LB Works,2020,,
MGT00134,LB★WORKS Lamborghini Huracán GT - Rosso Mars,LHD,LB Works,N/A,"Toys""R""Us Japan Exclusive/Website Unlisted",
MGT00135,"LB★WORKS Nissan GT-R (R35) Blue / LB Work Livery 2.0 Type 2, Rear Wing ver 3",LHD/RHD,LB Works,2020,,
MGT00136,Porsche 911 GT2 RS Racing Yellow,LHD/RHD,Porsche,2020,,
MGT00137,Mercedes-Benz Actros Yellow w/ Car Carrier,LHD/RHD,Mercedes-Benz,2020,,
MGT00138,Mercedes-Benz Actros Black w/ Silver Mercedes Logo,LHD/RHD,Mercedes-Benz,2020,,
MGT00139,Mercedes-Benz Actros Black w/ Black Mercedes Logo,LHD/RHD,Mercedes-Benz,2020,,
MGT00140,"LB★WORKS Nissan GT-R (R35) JPS Type 2, Rear Wing ver 3",LHD/RHD,LB Works,2020,,
MGT00141,LB★WORKS Lamborghini Huracán GT White,LHD,LB Works,N/A,"Toys""R""Us Japan Exclusive/Website Unlisted",
MGT00142,,,,,File:MGT00142.jpg,
MGT00143,BMW M4 (F82) Austin Yellow Metallic,LHD/RHD,BMW,2020,,
MGT00144,Acura NSX GT3 EVO #86 2019 IMSA Watkins Glen Class Winner,LHD,Acura,2020,,
MGT00145,"LB★WORKS Nissan GT-R (R35) Magic Green Type 2, Rear Wing ver 3",LHD/RHD,LB Works,2020,MINI GT x TARMAC / TarmacWorks Exclusive /Chase,
MGT00146,LB★WORKS Lamborghini Huracán GT Magic Green,LHD/RHD,LB Works,2020,MINI GT x TARMAC / TarmacWorks Exclusive /Chase,
MGT00147,"LB★WORKS Nissan GT-R (R35) LB★WORKS Police Type 1, Rear Wing ver 1",RHD,LB Works,2020,1st Limited / 3000pcs,
MGT00148,LB★WORKS Lamborghini Huracán ver. 1 White w/ Red Stripe,LHD/RHD,LB Works,2020,,
MGT00149,LB★WORKS Lamborghini Huracán ver. 2 Green,LHD/RHD,LB Works,2020,,
MGT00150,Chevrolet Corvette Stingray 2020 Torch Red,LHD/RHD,Chevrolet,2020,,
MGT00151,Land Rover Defender 110 1985 County Station Wagon Grey,LHD/RHD,Land Rover,2020,,
MGT00152,Land Rover Defender 110 UK Royal Mail Post Bus,LHD/RHD,Land Rover,2020,,
MGT00153,Chevrolet Corvette Stingray Black w/ Midnight Gray Stripe,LHD/RHD,Chevrolet,2020,,
MGT00154,LB★WORKS BMW M4 Red w/ Copper Wheel,LHD/RHD,LB Works,2020,,
MGT00155,,,,,File:MGT00155.jpg,
MGT00156,Land Rover Defender 110 Gulf,LHD,Land Rover,2021,Mijo / USA Exclusive,
MGT00157,Land Rover Defender 110 Korlantas Polri – Indonesian Traffic Police,RHD,Land Rover,2021,Indonesia Exclusive,
MGT00158,Land Rover Defender 110 Badan Intelijen Negara Indonesia,RHD,Land Rover,2021,Indonesia Exclusive,
MGT00159,Land Rover Defender 110 British Red Cross Search & Rescue,RHD,Land Rover,2021,Mijo / USA Exclusive,
MGT00160,Porsche 911 GT2 RS Guards Red,LHD,Porsche,2020,Taiwan Exclusive,
MGT00161,LB★WORKS BMW M4 White W/ M Stripe,LHD/RHD,LB Works,2020,,
MGT00162,Bentley Continental GT 2019 Pikes Peak International Hill Climb,LHD,Bentley,2020,,
MGT00163,Bentley Continental GT Limited Edition by Mulliner,LHD/RHD,Bentley,2020,,
MGT00164,Mercedes-Benz 190E 2.5-16 Evolution II Black Pearl Metallic,LHD,Mercedes-Benz,2020,,
MGT00165,Nissan Skyline GT-R (R32) Gr. A #12 Calsonic 1990 Japan Touringcar Championship,RHD,Nissan,2020,,
MGT00166,Nissan Skyline GT-R (R32) Gr. A #1 Calsonic 1991 Japan Touringcar Championship,RHD,Nissan,2020,,
MGT00167,Nissan Skyline GT-R (R32) Gr. A #12 Calsonic 1992 Japan Touringcar Championship,RHD,Nissan,2020,,
MGT00168,LB-Silhouette WORKS GT NISSAN 35GT-RR Ver.1 White,LHD/RHD,LB Works,2020,,
MGT00169,LB-Silhouette WORKS GT NISSAN 35GT-RR Ver.1 Matte Black,LHD/RHD,LB Works,2020,China Exclusive,
MGT00170,Mercedes-Benz 190E 2.5-16 Evolution II DTM Silver,LHD,Mercedes-Benz,2020,,
MGT00171,McLaren Senna Silver,LHD/RHD,McLaren,2020,,
MGT00172,Lamborghini Urus Blu Eleos w/ Roof Box,LHD/RHD,Lamborghini,2020,,
MGT00173,Nissan GT-R NISMO GT3 EVA RT Test Type-01 Kakusei Edition-NISMO Festival 2019,LHD,Nissan,2021,MINI GT x POP Race,
MGT00174,,,,,File:MGT00174.jpg,
MGT00175,Pandem Toyota GR Supra V1.0 Silver,LHD/RHD,Pandem,2020,,
MGT00176,Bentley Continental GT3 2018 Presentation,RHD,Bentley,2020,,
MGT00177,Bentley Continental GT3 Test Car,RHD,Bentley,2020,,
MGT00178,Nissan Skyline GT-R (R32) Gr. A #11 BP 1993 Japan Touringcar Championship,RHD,Nissan,2020,,
MGT00179,LB-Silhouette WORKS GT NISSAN 35GT-RR Ver.1 JPS,LHD/RHD,LB Works,2020,,
MGT00180,Pandem Toyota GR Supra V1.0 White,LHD/RHD,Pandem,2020,,
MGT00181,,,,,File:MGT00181.jpg,
MGT00182,LB-Silhouette WORKS GT Nissan 35GT-RR Version 1 Yellow,RHD,LB Works,2020,Mijo / USA Exclusive,
MGT00183,Mercedes-Benz Actros Container Lorry - SF Express China Edition,LHD,Mercedes-Benz,2020,SF Express Exclusive / China ExclusiveLimited to 120 pcs,
MGT00184,"LB★WORKS Nissan GT-R R35 Type 1 Rear Wing ver 2, Light Blue Collection Garage Special",RHD,LB Works,2020,Macau Exclusive,
MGT00185,Pandem Toyota GR Supra V1.0 Silver,RHD,Pandem,2021,"Toys""R""Us Japan Exclusive",
MGT00186,Audi RS6 Avant Navarra Blue Metallic,LHD/RHD,Audi,2020,,
MGT00187,"Mercedes-Benz 190E 2.5-16 Evolution II #3 ""Camel"" 1990 Yellow Page 200 Invitational Kyalami",LHD,Mercedes-Benz,2020,Mijo / USA Exclusive,
MGT00188,Bentley Continental GT3 Christmas Edition 2020,RHD,Bentley,2020,2nd Limited / 9999pcs,
MGT00189,LB★WORKS Lamborghini Huracán ver. 1 Light Blue,LHD/RHD,LB Works,2020,,
MGT00190,LB★WORKS Lamborghini Huracán ver. 2 Magic Bronze,LHD/RHD,LB Works,2020,,
MGT00191,LB-Silhouette WORKS GT NISSAN 35GT-RR Ver.1 Lava Red,LHD/RHD,LB Works,2021,,
MGT00192,LB★WORKS BMW M4 Baby Blue,LHD/RHD,LB Works,2020,,
MGT00193,Lamborghini Huracán EVO Bologna Airport 2020 Follow-Me Car,LHD,Lamborghini,2022,,
MGT00194,Audi RS6 Avant Carbon Black Edition Tango Red,LHD/RHD,Audi,2020,,
MGT00195,Chevrolet Corvette Stingray Accelerate Yellow Metallic,LHD/RHD,Chevrolet,2020,,
MGT00196,"Mercedes-Benz 190E 2.5-16 Evolution II #5 ""Berlin"" 1992 DTM Zolder",LHD,Mercedes-Benz,2020,,
MGT00197,"Mercedes-Benz 190E 2.5-16 Evolution II #6 ""Berlin"" 1992",LHD,Mercedes-Benz,2020,China Exclusive,
MGT00198,Lamborghini Aventador SVJ Rosso Mars,LHD/RHD,Lamborghini,2021,,
MGT00199,Bentley Continental GT3 #110 M-Sport Team Bentley 2019 Total 24 Hours of Spa,RHD,Bentley,2021,,
MGT00200,Toyota TRD 3000GT Alpine Silver Metallic,LHD,Toyota,2021,,
KHMG001,Datsun 510 Pro Street OG Green,LHD,Nissan,2021,x KAIDO★HOUSE,
KHMG002,Datsun 510 Pro Street OG Purple,LHD,Nissan,2021,x KAIDO★HOUSE,
KHMG003,Datsun 510 Pro Street SK510 Red,LHD,Nissan,2021,x KAIDO★HOUSE,
KHMG004,Datsun 510 Pro Street SK510 Orange,LHD,Nissan,2021,x KAIDO★HOUSE,
MGT00201,Pandem Toyota GR Supra V1.0 White,RHD,Pandem,2020,Toyeast Exclusive / 800 pcs,
MGT00202,Land Rover Defender 110 Camel Trophy Support Vehicle,RHD,Land Rover,2021,2021 Sinopec Hong Kong Exclusives,
MGT00203,,,,,File:MGT00203.jpg,
MGT00204,,,,,File:MGT00204.jpg,
MGT00205,"LB★WORKS Nissan GT-R R35 Type 1, Rear Wing ver 1, Satin Silver",RHD,LB Works,2021,2021 Sinopec Hong Kong Exclusives,
MGT00206,HKS ADVAN GR Supra,RHD,Toyota,2021,,
MGT00207,Pandem Toyota GR Supra V1.0 ADVAN SEMA 2019,LHD,Pandem,2021,,
MGT00208,Bentley Continental GT3 #107 M-Sport Team Bentley 2019 Total 24 Hours of Spa,RHD,Bentley,2021,,
MGT00209,LB-Silhouette WORKS GT NISSAN 35GT-RR Ver.2 White LBWK,LHD/RHD,LB Works,2021,,
MGT00210,Porsche 911 (992) Carrera S GT Silver Metallic,LHD/RHD,Porsche,2021,,
MGT00211,Toyota Supra Blue Pearl Metallic,LHD/RHD,Toyota,2021,,
MGT00212,HKS Toyota GR Supra 2019 SEMA Presentation,LHD,Toyota,2021,,
MGT00213,"Mercedes-Benz Actros w/ 40ft Container ""Gulf""",LHD,Mercedes-Benz,2021,Mijo / USA Exclusive,
MGT00214,"Mercedes-Benz Actros w/ Car Carrier Trailer ""Gulf""",LHD,Mercedes-Benz,2021,Mijo / USA Exclusive,
MGT00215,"Mercedes-Benz Actros with 40 Ft Container ""LBWK""",LHD/RHD,Mercedes-Benz,2021,,
MGT00216,Bentley Continental GT St James Red,LHD/RHD,Bentley,2021,,
MGT00217,Pandem Toyota GR Supra V1.0 Polished Silver,LHD,Pandem,2020,Website Unlisted/ NFS,
MGT00218,Porsche Taycan Turbo S White,LHD/RHD,Porsche,2021,,
MGT00219,Pandem Toyota GR Supra V1.0 Black,LHD/RHD,Pandem,2021,,
MGT00220,Lamborghini Urus Bianco Monocerus Matt w/ Roof Box,LHD/RHD,Lamborghini,2021,,
MGT00221,Land Rover Defender 110 Team UK 1989 Camel Trophy Winner Dirty Version,RHD,Land Rover,2021,,
MGT00222,Bentley Continental GT3 - Blancpain GT Series Asia 2018 Phoenix Racing Asia #6 J.Pepper/S.Thong,RHD,Bentley,2021,MINI GT x POP Race,
MGT00223,,,,,File:MGT00223.jpg,
MGT00224,Lamborghini Aventador SVJ Roadster Bianco Canopus,LHD/RHD,Lamborghini,2021,,
MGT00225,Porsche Taycan Turbo S Frozen Blue Metallic,LHD/RHD,Porsche,2021,,
